Fecha,Juego,Ingresos_Brutos,Ganancia_Neta
2023-01-10,Blackjack,4939.89,1864.3
2023-08-30,Tragamonedas,3793.34,3697.19
2023-11-10,Poker,7859.17,627.47
2023-08-20,Ruleta,9425.59,4863.89
2023-10-04,Tragamonedas,9466.76,3900.53
2023-10-11,Ruleta,2573.03,6341.15
2023-07-22,Ruleta,8872.69,1568.55
2023-09-04,Ruleta,7636.88,5726.71
2023-10-17,Tragamonedas,3275.54,5647.75
2023-09-21,Blackjack,1605.56,1326.68
2023-08-02,Tragamonedas,3411.98,3090.63
2023-07-19,Ruleta,9209.87,1605.99
2023-03-20,Tragamonedas,6698.61,2155.68
2023-12-09,Poker,7489.49,2211.1
2023-12-10,Blackjack,3314.37,4115.54
2023-06-22,Tragamonedas,7474.49,3174.17
2023-03-10,Poker,1253.09,6660.26
2023-03-28,Blackjack,4377.89,1321.41
2023-04-11,Poker,6640.78,6829.0
2023-01-08,Blackjack,2314.87,1999.15
2023-11-29,Tragamonedas,8407.03,5523.68
2023-07-19,Poker,3115.28,2703.3
2023-03-28,Ruleta,6870.53,1430.03
2023-02-12,Poker,4646.77,6076.28
2023-04-19,Blackjack,6364.39,2507.6
2023-06-01,Tragamonedas,1967.05,4782.56
2023-01-17,Blackjack,1152.22,4181.88
2023-05-13,Poker,9186.08,3566.42
2023-05-28,Poker,3426.67,3722.83
2023-10-04,Ruleta,8377.09,5259.55
2023-08-20,Tragamonedas,9994.15,1070.52
2023-11-10,Tragamonedas,2902.88,4843.17
2023-08-16,Poker,3386.54,6322.78
2023-05-19,Tragamonedas,6965.74,875.62
2023-07-30,Ruleta,9689.04,1414.25
2023-01-28,Blackjack,9242.33,5158.11
2023-02-20,Tragamonedas,5525.88,3342.33
2023-09-18,Poker,8155.99,3123.07
2023-09-18,Blackjack,2221.71,1390.28
2023-12-16,Blackjack,9796.94,3794.01
2023-12-18,Ruleta,9679.18,1322.54
2023-01-08,Poker,2473.56,3598.03
2023-11-16,Tragamonedas,3694.81,5463.5
2023-05-18,Poker,1901.39,2178.72
2023-02-07,Blackjack,3445.46,3625.11
2023-04-21,Poker,8343.6,6948.1
2023-08-08,Tragamonedas,4404.84,4963.23
2023-12-03,Tragamonedas,1795.57,5968.82
2023-08-11,Ruleta,4080.03,3196.51
2023-05-16,Tragamonedas,9832.45,5491.1
2023-09-13,Tragamonedas,6667.15,763.31
2023-12-26,Poker,4745.45,1298.92
2023-11-25,Poker,2498.85,1819.96
2023-02-18,Blackjack,9875.59,3112.69
2023-10-19,Ruleta,8387.64,5997.34
2023-11-20,Poker,3533.3,2750.73
2023-03-19,Tragamonedas,1630.62,4755.04
2023-04-15,Blackjack,1509.63,5110.54
2023-06-18,Poker,2083.4,4310.19
2023-08-05,Ruleta,6226.92,2822.07
2023-04-29,Ruleta,9358.87,4250.85
2023-07-09,Blackjack,5470.69,2724.73
2023-09-12,Blackjack,8586.51,1045.18
2023-09-23,Blackjack,5012.98,6953.23
2023-05-29,Blackjack,7377.25,1326.69
2023-06-13,Blackjack,7586.85,970.26
2023-05-20,Tragamonedas,2565.67,6210.45
2023-12-13,Tragamonedas,4250.94,2461.93
2023-09-15,Poker,6735.72,4726.93
2023-09-26,Ruleta,1636.27,2638.54
2023-06-30,Tragamonedas,4253.86,3044.45
2023-06-09,Tragamonedas,5813.2,2203.73
2023-12-17,Tragamonedas,9966.02,2729.79
2023-10-15,Poker,5270.8,3169.55
2023-10-15,Blackjack,8344.51,5182.7
2023-08-14,Poker,4888.61,3824.99
2023-01-11,Ruleta,8167.52,6633.17
2023-01-10,Ruleta,6358.73,772.22
2023-09-28,Ruleta,8979.36,3769.94
2023-09-30,Ruleta,4698.48,4297.46
2023-07-02,Tragamonedas,6438.74,6481.28
2023-06-02,Tragamonedas,6670.17,819.53
2023-11-11,Poker,4756.45,4227.75
2023-11-30,Blackjack,2298.81,6048.59
2023-05-04,Ruleta,1842.03,2072.53
2023-04-24,Poker,1150.04,6195.9
2023-10-05,Tragamonedas,8861.81,623.78
2023-08-01,Tragamonedas,3128.27,5260.96
2023-06-21,Blackjack,2903.56,6565.24
2023-10-15,Blackjack,7624.32,4771.78
2023-06-23,Blackjack,3880.15,3353.69
2023-04-23,Poker,5554.4,791.73
2023-05-02,Tragamonedas,2462.6,6480.74
2023-02-01,Tragamonedas,9637.71,3556.93
2023-08-10,Blackjack,8664.23,688.48
2023-04-29,Ruleta,8774.11,4983.84
2023-02-08,Blackjack,4660.96,3631.94
2023-09-25,Poker,7861.25,1308.24
2023-08-21,Blackjack,2294.89,1892.77
2023-01-18,Blackjack,1077.57,919.19
2023-05-29,Poker,1179.76,4232.91
2023-05-29,Blackjack,6279.42,4543.19
2023-05-06,Tragamonedas,5098.55,3787.32
2023-10-29,Ruleta,5662.14,5811.16
2023-12-26,Blackjack,1067.17,6096.56
2023-08-26,Poker,4804.18,4501.56
2023-05-15,Ruleta,7462.61,582.92
2023-05-31,Poker,4984.24,5018.99
2023-08-24,Ruleta,7589.97,3216.99
2023-08-12,Ruleta,3097.17,4176.12
2023-07-22,Blackjack,8318.28,4719.02
2023-09-13,Tragamonedas,6295.88,2776.54
2023-03-27,Blackjack,2896.87,6461.14
2023-05-30,Poker,3130.48,1370.84
2023-08-23,Poker,6652.27,4864.83
2023-12-11,Ruleta,8469.46,528.34
2023-01-22,Ruleta,4740.65,6510.23
2023-12-14,Tragamonedas,3324.7,1231.28
2023-10-12,Blackjack,8803.1,1116.75
2023-09-26,Poker,7023.41,2664.55
2023-09-15,Ruleta,5032.77,2928.18
2023-01-29,Tragamonedas,5391.1,1892.95
2023-08-01,Poker,2838.31,4303.29
2023-10-10,Ruleta,6641.22,3378.94
2023-02-19,Poker,4228.68,722.14
2023-04-05,Tragamonedas,9960.81,2577.74
2023-03-29,Tragamonedas,5321.65,5767.81
2023-02-13,Poker,5372.97,4983.06
2023-10-05,Blackjack,6092.67,5211.66
2023-06-20,Poker,9250.8,5037.76
2023-07-08,Ruleta,8207.36,2521.32
2023-12-19,Blackjack,5060.17,1147.82
2023-07-03,Ruleta,7468.29,2271.04
2023-01-03,Poker,6276.12,5906.6
2023-07-10,Blackjack,5431.3,6873.06
2023-04-28,Ruleta,2730.84,3710.01
2023-01-19,Poker,5175.43,563.05
2023-01-23,Poker,3212.37,1410.29
2023-01-30,Blackjack,9233.58,2593.52
2023-10-22,Poker,4018.66,4260.8
2023-04-18,Tragamonedas,9570.38,988.11
2023-10-08,Ruleta,5797.5,6631.82
2023-05-08,Ruleta,6683.9,2873.04
2023-08-17,Poker,5886.46,6431.8
2023-04-21,Poker,2164.43,5573.39
2023-05-16,Tragamonedas,4382.39,5410.34
2023-12-28,Blackjack,1892.32,4443.68
2023-07-05,Poker,6606.59,4574.09
2023-05-24,Poker,5021.87,4647.02
2023-03-13,Poker,8001.86,4586.69
2023-05-09,Poker,2984.23,4099.23
2023-12-30,Ruleta,2481.09,6911.69
2023-09-18,Poker,4656.99,5259.89
2023-01-03,Ruleta,9339.27,5550.15
2023-04-14,Poker,7393.8,6171.01
2023-08-12,Blackjack,4770.31,1901.66
2023-11-16,Tragamonedas,5655.45,1044.73
2023-12-28,Blackjack,1757.92,3638.81
2023-12-20,Poker,9861.18,3841.52
2023-01-10,Poker,6997.67,5889.68
2023-10-29,Poker,3568.64,3384.59
2023-08-19,Blackjack,6272.28,4210.54
2023-08-07,Poker,1985.34,3925.96
2023-03-07,Blackjack,9692.53,748.32
2023-04-22,Ruleta,2573.06,4498.9
2023-01-13,Tragamonedas,6832.27,5882.28
2023-03-27,Tragamonedas,3209.09,1523.75
2023-08-22,Blackjack,7458.05,4363.16
2023-03-31,Ruleta,7991.39,4358.47
2023-11-10,Blackjack,7060.78,1567.2
2023-02-23,Ruleta,6530.5,1302.51
2023-01-12,Poker,9032.22,6870.34
2023-07-28,Ruleta,1707.64,3059.17
2023-01-14,Ruleta,3978.23,1978.24
2023-05-01,Ruleta,3234.59,1613.61
2023-01-20,Tragamonedas,9892.13,4839.41
2023-03-16,Ruleta,4504.51,4461.39
2023-08-31,Poker,7593.51,4683.09
2023-08-11,Poker,7162.53,1072.04
2023-03-11,Poker,2908.73,6307.97
2023-11-08,Ruleta,3150.98,3030.23
2023-07-30,Blackjack,3531.56,2536.9
2023-04-11,Blackjack,4700.15,3505.35
2023-07-05,Poker,3108.93,3035.43
2023-05-12,Tragamonedas,1176.86,6113.25
2023-04-21,Blackjack,8914.54,6540.2
2023-05-12,Ruleta,9690.49,2472.45
2023-01-20,Blackjack,4074.13,6115.58
2023-01-24,Poker,4046.56,5579.9
2023-08-15,Tragamonedas,1063.83,6550.25
2023-06-03,Blackjack,7122.26,2097.38
2023-10-20,Blackjack,8428.96,4250.23
2023-08-18,Poker,2319.47,2284.54
2023-11-06,Tragamonedas,2437.0,5856.61
2023-12-25,Tragamonedas,8110.75,534.61
2023-07-21,Poker,6546.62,4171.32
2023-02-07,Ruleta,1403.75,2704.82
2023-09-17,Blackjack,6602.92,2597.44
2023-07-07,Ruleta,3780.26,4691.89
2023-02-26,Blackjack,4318.53,6034.65
2023-01-20,Blackjack,7927.58,4459.77
2023-09-30,Ruleta,8298.42,6045.62
2023-04-29,Poker,4603.21,2219.88
2023-03-12,Poker,9524.38,3876.76
2023-01-04,Blackjack,4658.16,3428.49
2023-08-09,Poker,7946.52,575.69
2023-01-14,Blackjack,5354.9,4119.28
2023-01-03,Poker,9077.79,4799.91
2023-08-04,Blackjack,9169.85,4347.44
2023-08-17,Poker,1786.75,5285.82
2023-12-02,Tragamonedas,9428.44,4213.71
2023-07-05,Ruleta,8429.81,933.88
2023-02-24,Tragamonedas,8121.8,1256.9
2023-09-11,Ruleta,2808.2,4377.08
2023-01-24,Ruleta,8246.07,2287.36
2023-06-11,Blackjack,8651.19,1017.69
2023-06-07,Ruleta,3602.35,3292.42
2023-03-23,Tragamonedas,9570.34,4103.1
2023-06-08,Tragamonedas,1448.74,2636.85
2023-07-07,Poker,2349.18,5182.82
2023-03-01,Tragamonedas,5838.23,4684.51
2023-11-01,Poker,6182.13,2663.32
2023-11-15,Ruleta,6806.35,5406.67
2023-07-30,Tragamonedas,1152.72,4716.52
2023-06-01,Ruleta,9643.3,4643.39
2023-04-19,Tragamonedas,1401.29,4097.28
2023-03-17,Tragamonedas,2287.56,574.03
2023-01-30,Poker,1126.13,5027.3
2023-11-10,Ruleta,6101.73,2944.27
2023-04-27,Tragamonedas,9390.4,6626.96
2023-12-22,Blackjack,6993.52,5816.9
2023-07-11,Ruleta,8403.92,4320.01
2023-01-19,Ruleta,1119.53,2139.18
2023-06-22,Ruleta,5878.14,1824.16
2023-08-16,Poker,5136.07,2712.5
2023-12-16,Blackjack,5490.71,3597.69
2023-07-02,Ruleta,1649.92,2424.43
2023-04-23,Tragamonedas,7159.92,3847.04
2023-07-02,Tragamonedas,5528.98,1574.91
2023-05-26,Poker,7886.34,6855.13
2023-11-15,Tragamonedas,5367.62,1201.51
2023-04-26,Ruleta,2344.43,6557.64
2023-04-23,Tragamonedas,6834.31,6438.26
2023-09-08,Ruleta,2551.48,3914.84
2023-09-08,Tragamonedas,8851.55,5211.92
2023-10-30,Blackjack,6518.05,3334.31
2023-11-09,Poker,2414.83,4595.22
2023-04-28,Poker,9661.04,2713.74
2023-10-28,Blackjack,5665.29,2457.53
2023-06-10,Blackjack,1656.09,4258.49
2023-07-17,Poker,6641.5,3737.84
2023-09-17,Blackjack,3278.79,4266.99
2023-05-28,Ruleta,8233.24,2363.29
2023-08-28,Tragamonedas,8360.4,2885.23
2023-02-16,Poker,9810.53,1045.34
2023-07-17,Blackjack,5516.83,839.8
2023-02-16,Ruleta,5094.61,2147.47
2023-03-19,Poker,7781.28,982.6
2023-05-04,Blackjack,2192.24,1174.54
2023-03-16,Poker,5922.24,5784.03
2023-12-25,Blackjack,5916.23,752.68
2023-05-17,Poker,1805.26,4783.13
2023-03-31,Ruleta,4761.86,2271.63
2023-11-21,Ruleta,8679.56,6165.05
2023-03-02,Tragamonedas,8705.38,3652.45
2023-05-18,Poker,1893.14,2486.25
2023-02-19,Tragamonedas,1816.49,3864.65
2023-09-16,Poker,3364.26,2982.73
2023-04-17,Blackjack,8872.89,4167.96
2023-04-23,Blackjack,2160.12,1244.46
2023-12-16,Tragamonedas,7479.97,6980.44
2023-09-11,Poker,1910.49,3266.11
2023-04-28,Tragamonedas,6608.24,2763.5
2023-07-17,Ruleta,4204.61,5116.36
2023-12-03,Tragamonedas,8100.23,2865.35
2023-12-31,Tragamonedas,3103.21,5916.28
2023-02-20,Blackjack,6752.82,3452.76
2023-09-02,Tragamonedas,3121.14,5177.13
2023-02-04,Poker,7422.94,1198.45
2023-10-29,Blackjack,8863.1,5999.77
2023-03-10,Tragamonedas,2141.22,5282.17
2023-12-15,Ruleta,8799.36,1876.16
2023-11-16,Tragamonedas,6342.18,1444.36
2023-02-18,Tragamonedas,2143.99,2555.9
2023-03-15,Tragamonedas,4847.88,6844.46
2023-07-11,Blackjack,2447.74,2169.41
2023-09-18,Poker,7303.13,3464.83
2023-12-22,Ruleta,7829.81,695.13
2023-03-11,Tragamonedas,1952.17,3081.98
2023-03-31,Poker,5555.26,4213.58
2023-09-17,Poker,8331.63,6695.31
2023-05-06,Blackjack,9425.47,3858.78
2023-08-19,Ruleta,5621.66,5824.2
2023-10-22,Blackjack,9552.51,4056.33
2023-05-09,Poker,5821.2,765.1
2023-10-07,Poker,4547.71,2547.55
2023-11-09,Poker,8633.83,4241.07
2023-04-10,Blackjack,5436.84,6678.86
2023-11-22,Ruleta,5247.12,6084.35
2023-10-24,Tragamonedas,5412.81,1984.31
2023-07-01,Blackjack,8621.07,1930.71
2023-06-23,Poker,8487.47,1807.62
2023-11-12,Blackjack,4631.68,6496.24
2023-12-30,Poker,3999.7,6042.33
2023-07-07,Tragamonedas,5427.35,5536.74
2023-02-26,Tragamonedas,6154.95,3052.78
2023-01-31,Ruleta,3145.03,3778.47
2023-03-25,Poker,8145.6,3518.16
2023-06-01,Ruleta,5378.34,2147.09
2023-02-05,Ruleta,4006.41,3782.68
2023-08-01,Tragamonedas,1961.39,698.23
2023-12-30,Blackjack,3149.61,1356.77
2023-04-16,Blackjack,9543.53,6262.83
2023-12-08,Ruleta,3745.9,5385.92
2023-08-08,Tragamonedas,2519.73,3248.64
2023-06-12,Poker,5146.06,3861.48
2023-08-08,Blackjack,3763.79,2904.99
2023-09-27,Ruleta,1316.43,5315.07
2023-04-30,Blackjack,3908.31,5597.22
2023-12-02,Blackjack,5896.98,5461.35
2023-07-01,Poker,5965.41,5196.98
2023-04-16,Tragamonedas,4209.03,1829.28
2023-08-05,Poker,5025.72,2696.8
2023-07-24,Tragamonedas,9689.66,3554.0
2023-03-11,Blackjack,4396.14,2650.15
2023-02-13,Ruleta,3324.04,5407.11
2023-11-25,Poker,3191.2,2640.8
2023-10-28,Tragamonedas,5119.88,1398.51
2023-08-16,Blackjack,7835.68,3093.76
2023-07-03,Tragamonedas,2853.89,6869.44
2023-04-17,Tragamonedas,7383.67,1968.23
2023-03-25,Tragamonedas,1190.35,4479.03
2023-12-04,Blackjack,4770.4,3314.32
2023-09-07,Ruleta,7982.79,961.66
2023-12-29,Ruleta,4048.6,3671.2
2023-01-21,Ruleta,6073.63,5064.07
2023-07-15,Tragamonedas,2844.81,3835.93
2023-06-27,Blackjack,7677.96,6168.69
2023-01-07,Tragamonedas,1470.51,2378.09
2023-03-11,Ruleta,8672.88,1060.62
2023-05-07,Ruleta,2783.77,6587.68
2023-06-09,Blackjack,8869.58,2958.28
2023-09-05,Tragamonedas,4172.76,4246.64
2023-07-22,Poker,7504.15,5648.02
2023-05-28,Poker,3873.03,2608.04
2023-05-23,Ruleta,9153.21,5155.07
2023-07-18,Blackjack,2139.73,1380.22
2023-06-03,Tragamonedas,2606.68,2393.41
2023-05-22,Tragamonedas,5437.27,1440.62
2023-11-09,Ruleta,1737.45,5773.0
2023-06-14,Ruleta,2763.82,1947.22
2023-11-10,Tragamonedas,9493.9,5163.12
2023-01-21,Tragamonedas,9788.41,6631.44
2023-03-23,Ruleta,4386.33,3930.52
2023-03-10,Tragamonedas,9309.57,4010.19
2023-05-11,Poker,5903.42,3496.72
2023-03-28,Ruleta,3427.68,2618.29
2023-08-06,Tragamonedas,7321.59,3591.76
2023-11-01,Ruleta,6930.12,4418.25
2023-12-11,Blackjack,9902.13,6908.95
2023-12-07,Ruleta,3385.43,6595.47
2023-06-10,Ruleta,7048.54,6103.99
2023-06-27,Blackjack,1468.21,6279.35
2023-04-27,Poker,2022.81,3541.02
2023-07-15,Tragamonedas,1035.27,4773.39
2023-11-23,Blackjack,9995.15,6317.93
2023-03-27,Ruleta,8220.46,3054.18
2023-10-16,Tragamonedas,8080.51,6751.46
2023-03-22,Blackjack,5587.53,3202.61
2023-06-01,Tragamonedas,3700.6,4407.04
2023-03-02,Tragamonedas,2361.38,5113.73
2023-03-02,Blackjack,3562.07,6678.85
2023-12-20,Tragamonedas,4383.74,2090.01
2023-01-28,Poker,7806.79,5349.85
2023-02-12,Blackjack,5856.96,3885.3
2023-06-18,Poker,1697.35,2245.62
2023-03-27,Ruleta,1162.26,5547.94
2023-06-26,Tragamonedas,1920.99,4089.44
2023-01-17,Ruleta,4694.49,4796.33
2023-04-08,Ruleta,9398.74,2598.86
2023-07-17,Tragamonedas,6736.62,3628.28
2023-04-08,Blackjack,8216.43,4512.8
2023-03-06,Tragamonedas,5197.37,3131.92
2023-11-26,Ruleta,4254.99,1789.42
2023-12-07,Ruleta,1975.6,6750.66
2023-01-05,Blackjack,8883.4,3824.54
2023-01-02,Tragamonedas,8048.44,5270.48
2023-01-22,Ruleta,2513.06,3171.81
2023-04-22,Poker,5610.35,2808.36
2023-02-26,Ruleta,5386.37,3146.57
2023-03-07,Ruleta,6625.82,3159.78
2023-11-26,Blackjack,9515.68,4037.17
2023-04-08,Poker,6217.94,4032.55
2023-05-24,Ruleta,5861.96,3731.5
2023-05-05,Ruleta,1452.91,1376.11
2023-06-16,Poker,1566.17,3724.49
2023-03-27,Tragamonedas,2686.12,1599.18
2023-03-17,Tragamonedas,1292.24,1319.88
2023-12-10,Ruleta,7690.18,6562.2
2023-10-21,Ruleta,7509.97,4432.18
2023-02-28,Tragamonedas,2224.51,4786.69
2023-05-18,Blackjack,8524.71,3111.66
2023-04-09,Poker,2393.07,6408.38
2023-07-11,Poker,3710.58,4646.55
2023-08-31,Blackjack,3240.79,5499.6
2023-11-15,Blackjack,4350.76,2895.66
2023-02-18,Blackjack,3291.97,6740.08
2023-02-01,Blackjack,5400.56,5833.0
2023-10-04,Blackjack,4666.67,6050.67
2023-01-20,Blackjack,9879.13,1619.26
2023-06-03,Poker,1503.34,2261.26
2023-03-09,Blackjack,2279.63,2356.57
2023-08-02,Tragamonedas,1475.43,2260.91
2023-05-23,Blackjack,6632.57,6060.15
2023-08-20,Blackjack,1490.58,707.25
2023-08-01,Poker,8527.96,994.65
2023-03-20,Poker,5607.45,2280.45
2023-08-02,Blackjack,5743.07,1799.17
2023-04-26,Poker,6054.35,2007.09
2023-04-02,Ruleta,2537.32,5686.63
2023-09-27,Poker,2779.21,4160.32
2023-06-17,Poker,3869.36,537.51
2023-02-27,Poker,6341.47,3290.6
2023-10-11,Poker,2891.06,3151.25
2023-01-26,Tragamonedas,2046.99,1240.64
2023-03-07,Tragamonedas,9731.05,4894.92
2023-09-05,Tragamonedas,1197.84,5063.63
2023-09-11,Blackjack,8224.28,5185.81
2023-02-13,Blackjack,8092.32,5235.06
2023-04-07,Ruleta,3674.93,500.34
2023-02-11,Tragamonedas,2220.64,6700.49
2023-08-15,Blackjack,2310.66,5792.36
2023-09-19,Poker,7276.88,6375.88
2023-06-16,Poker,6785.26,601.68
2023-10-06,Tragamonedas,8044.71,6570.08
2023-03-30,Ruleta,9437.33,5763.63
2023-06-27,Ruleta,7227.35,5941.92
2023-07-16,Poker,2402.66,1106.37
2023-11-03,Ruleta,3190.98,5302.06
2023-09-24,Tragamonedas,8579.74,6739.46
2023-09-25,Poker,2883.75,4910.56
2023-03-15,Blackjack,1652.7,4208.65
2023-01-08,Blackjack,7329.52,6646.59
2023-10-24,Ruleta,4622.74,3379.09
2023-06-13,Poker,9280.36,4395.41
2023-03-26,Poker,6852.3,3596.2
2023-03-13,Blackjack,1813.77,6563.5
2023-02-24,Poker,9530.71,994.55
2023-02-16,Poker,3327.02,3757.28
2023-08-26,Poker,4034.91,4965.19
2023-04-14,Ruleta,4620.34,5647.39
2023-07-29,Poker,1461.02,4289.62
2023-02-11,Tragamonedas,5468.64,6407.97
2023-11-12,Ruleta,2109.87,6622.94
2023-09-25,Poker,4608.73,918.07
2023-09-20,Poker,4156.39,3115.41
2023-12-02,Tragamonedas,7955.56,652.48
2023-12-31,Ruleta,8228.53,2641.21
2023-09-16,Blackjack,2380.72,3989.64
2023-10-10,Blackjack,4298.96,6420.17
2023-04-24,Ruleta,4360.18,6002.6
2023-12-29,Poker,2362.69,1328.75
2023-02-09,Poker,8186.08,1104.7
2023-08-08,Blackjack,7365.05,4330.24
2023-05-09,Blackjack,2713.44,3958.77
2023-01-08,Blackjack,4300.5,2231.45
2023-04-11,Tragamonedas,1952.25,6346.45
2023-06-25,Blackjack,6653.86,6527.88
2023-04-17,Tragamonedas,2092.35,3116.97
2023-04-11,Ruleta,9873.41,6286.97
2023-09-17,Poker,8026.14,2995.67
2023-09-03,Blackjack,4512.15,5289.31
2023-10-02,Poker,6207.08,3593.62
2023-02-01,Poker,9202.08,1296.79
2023-05-17,Blackjack,5986.89,6531.57
2023-01-12,Blackjack,2570.49,3451.63
2023-10-29,Ruleta,4408.33,5274.17
2023-01-16,Tragamonedas,8588.3,2886.63
2023-05-09,Tragamonedas,6797.92,622.73
2023-03-04,Poker,6856.52,1153.45
2023-04-19,Blackjack,8801.39,3725.43
2023-01-21,Ruleta,9045.76,4984.77
2023-06-07,Ruleta,9278.13,2675.78
2023-09-26,Ruleta,1853.64,5020.67
2023-06-11,Ruleta,5897.13,5041.13
2023-09-17,Ruleta,7664.59,5075.58
2023-04-12,Tragamonedas,7812.34,3701.39
2023-08-11,Tragamonedas,6460.45,6446.76
2023-02-28,Tragamonedas,2501.09,3679.78
2023-09-04,Blackjack,8176.78,3426.72
2023-05-08,Poker,7481.0,1795.98
2023-10-10,Ruleta,1775.22,2499.76
2023-11-21,Blackjack,5174.29,775.17
2023-01-25,Ruleta,2565.8,4617.98
2023-05-11,Tragamonedas,4037.29,2115.48
2023-12-19,Blackjack,1162.73,2477.01
2023-07-15,Tragamonedas,4602.97,5510.29
2023-10-08,Ruleta,5948.89,2626.94
2023-06-03,Ruleta,6576.24,2074.27
2023-05-13,Poker,6971.41,1598.88
2023-08-15,Ruleta,8526.62,5536.58
2023-07-08,Tragamonedas,2939.17,1343.09
2023-09-22,Ruleta,2084.34,3449.4
2023-05-14,Poker,8663.83,3795.05
2023-07-30,Poker,2409.52,4968.03
2023-03-01,Tragamonedas,9772.84,4616.34
2023-12-30,Blackjack,8582.84,5769.68
2023-12-30,Ruleta,5507.89,790.88
2023-08-01,Poker,9832.79,2426.86
2023-08-04,Ruleta,1876.39,2320.87
2023-08-14,Ruleta,3727.59,1449.11
2023-05-11,Blackjack,6744.02,2379.66
2023-03-17,Poker,4150.06,2513.47
2023-10-13,Ruleta,9355.35,3892.25
2023-10-04,Poker,1590.63,4814.08
2023-06-05,Tragamonedas,5944.71,2977.15
2023-09-05,Tragamonedas,6317.8,5176.56
2023-08-06,Ruleta,6874.55,2685.07
2023-07-09,Poker,3301.0,2386.84
2023-06-12,Ruleta,4281.1,4017.72
2023-06-29,Poker,8593.12,654.16
2023-02-03,Poker,2754.48,1018.63
2023-02-10,Blackjack,8441.81,3216.8
2023-11-03,Blackjack,6063.9,6628.93
2023-12-04,Blackjack,7859.69,5189.83
2023-11-10,Ruleta,7422.47,1072.82
2023-03-16,Blackjack,2867.6,6001.07
2023-10-06,Blackjack,6119.31,5259.96
2023-06-25,Tragamonedas,8809.51,4471.15
2023-05-30,Poker,4889.05,5831.9
2023-09-30,Poker,9699.32,3126.71
2023-11-21,Blackjack,5069.94,1939.76
2023-04-18,Poker,2285.07,3828.15
2023-05-19,Tragamonedas,4504.91,4067.47
2023-12-16,Tragamonedas,9565.32,3999.12
2023-09-28,Blackjack,3877.49,4172.98
2023-12-13,Tragamonedas,8812.88,6666.58
2023-10-16,Poker,8931.26,6364.6
2023-07-31,Ruleta,4151.68,6192.16
2023-09-29,Poker,1749.32,5709.21
2023-03-07,Ruleta,7521.02,6632.28
2023-09-05,Blackjack,3803.61,1140.22
2023-06-05,Ruleta,8046.31,2223.3
2023-02-16,Tragamonedas,4983.89,3717.86
2023-07-20,Poker,5367.4,6002.47
2023-05-28,Ruleta,8001.18,3783.58
2023-05-04,Poker,4441.27,5362.23
2023-01-01,Blackjack,4988.15,1403.24
2023-09-04,Blackjack,4385.71,2140.69
2023-12-09,Tragamonedas,4306.06,5256.54
2023-05-08,Blackjack,5733.52,1570.77
2023-07-10,Ruleta,8279.2,2783.81
2023-03-08,Blackjack,4255.91,2221.63
2023-01-04,Tragamonedas,5718.29,2774.1
2023-10-30,Poker,7036.55,5104.11
2023-10-21,Poker,3424.96,2891.01
2023-05-23,Blackjack,3497.71,4109.21
2023-07-10,Ruleta,9400.72,1149.56
2023-01-21,Tragamonedas,7511.81,5732.62
2023-08-15,Ruleta,6194.68,2904.28
2023-11-09,Tragamonedas,6829.48,4715.47
2023-04-27,Blackjack,1263.69,5215.03
2023-10-29,Tragamonedas,6562.93,1862.8
2023-05-22,Tragamonedas,5585.58,6250.39
2023-02-08,Blackjack,5911.75,4505.46
2023-12-21,Ruleta,4234.81,3286.71
2023-09-09,Blackjack,1733.27,1685.18
2023-11-29,Tragamonedas,2740.05,6624.96
2023-07-26,Blackjack,9556.7,5407.94
2023-07-29,Tragamonedas,4678.3,1852.16
2023-04-25,Blackjack,5200.15,2695.12
2023-08-13,Poker,1474.39,5762.88
2023-05-14,Poker,1338.1,5021.9
2023-09-08,Blackjack,7454.63,5477.6
2023-08-07,Ruleta,5842.85,3367.81
2023-04-01,Tragamonedas,5578.35,5157.1
2023-12-20,Poker,3188.12,3012.21
2023-02-15,Ruleta,7702.76,1873.21
2023-02-07,Tragamonedas,2514.13,4612.4
2023-05-22,Poker,2709.41,6844.09
2023-04-10,Poker,5146.41,2518.91
2023-11-24,Blackjack,3576.52,3496.3
2023-07-09,Tragamonedas,3227.17,4881.01
2023-02-04,Ruleta,6807.14,4019.79
2023-05-27,Ruleta,6858.75,5982.28
2023-01-30,Ruleta,8420.65,5451.33
2023-11-30,Tragamonedas,4759.38,878.93
2023-03-25,Ruleta,1657.77,6989.74
2023-10-08,Ruleta,3463.0,5390.62
2023-12-10,Ruleta,9820.05,6115.37
2023-09-27,Blackjack,6366.33,4732.79
2023-06-03,Blackjack,7387.63,6065.85
2023-04-12,Tragamonedas,1066.22,1230.49
2023-08-03,Tragamonedas,5663.85,2760.3
2023-05-30,Ruleta,1337.76,6196.74
2023-03-24,Blackjack,6123.07,1810.76
2023-04-20,Poker,9286.94,1008.57
2023-10-02,Poker,9715.77,5622.77
2023-07-20,Ruleta,5864.97,5930.66
2023-10-11,Ruleta,5123.84,1557.24
2023-06-22,Blackjack,9505.15,6053.25
2023-11-23,Blackjack,7062.49,4963.99
2023-07-25,Blackjack,1584.09,3880.54
2023-03-04,Tragamonedas,5191.53,5896.63
2023-03-14,Tragamonedas,3162.21,3225.12
2023-09-08,Ruleta,5228.24,1760.96
2023-05-04,Tragamonedas,5099.19,2351.54
2023-05-01,Blackjack,6239.3,3783.57
2023-10-02,Blackjack,4210.93,3953.65
